address,slots,name,bikes,status,zip,id,lon,lat,stationType,addressNumber,nearbyStations,district
030 - Hamburgo - Genova,19,30 HAMBURGO-GENOVA,17,OPN,06500,30,-99.164323,19.426442,"BIKE,TPV",S/N,"26,34,35",JUA
031 - Hamburgo - Insurgentes,19,31 HAMBURGO-INSURGENTES,17,OPN,06500,31,-99.161193,19.427838,BIKE,S/N,"19,27,30",JUA
032 - Londres - Sevilla,3,32 LONDRES-SEVILLA,33,OPN,06500,32,-99.169922,19.422705,BIKE,S/N,"22,38,39",JUA
033 - Londres - Florencia,19,33 LONDRES-FLORENCIA,8,OPN,06500,33,-99.166431,19.424234,BIKE,S/N,"29,39,40",JUA
034 - Liverpool - Genova,21,34 LIVERPOOL-GENOVA,14,OPN,05600,34,-99.163503,19.424539,BIKE,S/N,"30,33,35",JUA
035 - Liverpool - Genova,21,35 LIVERPOOL-GENOVA,14,OPN,06500,35,-99.163123,19.424572,"BIKE,TPV",S/N,"30,34,40",JUA
036 - Puebla - Veracruz,11,36 PUEBLA-VERACRUZ,22,OPN,06140,36,-99.175778,19.419725,"BIKE,TPV",S/N,"37,41,44",1
037 - Guadalajara - Puebla,17,37 GUADALAJARA-PUEBLA,4,OPN,06700,37,-99.172676,19.420419,BIKE,S/N,"28,38,45",R-N
038 - Cozumel - PUEBLA,21,38 COZUMEL-PUEBLA,15,OPN,06700,38,-99.171407,19.420801,BIKE,S/N,"28,32,37",R-N
039 - Medellin - Chapultepec,15,39 MEDELLIN-CHAPULTEPEC,5,OPN,06700,39,-99.167153,19.422484,BIKE,S/N,"33,42,48",R-N
040 - Oaxaca - Puebla,15,40 OAXACA-PUEBLA,8,OPN,06700,40,-99.164297,19.42223,BIKE,S/N,"35,42",R-N
041 - Reforma - Av. de la República,26,41 REFORMA-AV. DE LA REPUBLICA,9,OPN,06700,41,-99.150137,19.435637,"BIKE,TPV",S/N,29,1
042 - Sinaloa - Valladolid,14,42 SINALOA-VALLADOLID,9,OPN,06700,42,-99.168238,19.420472,BIKE,S/N,"39,47,48,51",R-N
043 - Revillagigedo - Juárez,18,43 JUAREZ-REVILLAGIGEDO,15,OPN,06700,43,-99.146063,19.435228,"BIKE,TPV",S/N,"52,82",CEN
044 - Durango - Veracruz,19,44 DURANGO-VERACRUZ,7,OPN,06140,44,-99.174761,19.418057,BIKE,S/N,"36,41,49,50",R-N
045 - Durango - Sonora,2,45 DURANGO-SONORA,34,OPN,06700,45,-99.172127,19.418649,"BIKE,TPV",S/N,"37,38,41,46",R-N
046 - Durango - Salamanca,0,46 DURANGO-SALAMANCA,36,OPN,06700,46,-99.169732,19.419214,BIKE,S/N,"42,45,51,54",R-N
047 - Glorieta Cibeles - Oaxaca,1,47 GLORIETA CIBELES-OAXACA,23,OPN,06700,47,-99.166299,19.419515,"BIKE,TPV",S/N,"42,51,56",1
048 - Independencia - Azueta,6,48 INDEPENDENCIA-AZUETA,6,OPN,06700,48,-99.146557,19.433686,BIKE,S/N,"43,82",CEN
049 - Mazatlán - Juan de la Barrera,21,49 MAZATLAN-JUAN DE LA BARRERA,14,OPN,06140,49,-99.175704,19.416712,BIKE,S/N,"41,44,50,60",CON
050 - Cuernavaca - Veracruz,13,50 CUERNAVACA-VERACRUZ,13,OPN,06140,50,-99.173648,19.416938,BIKE,S/N,"44,49,57,58",CON
051 - Colima - Oaxaca,10,51 COLIMA-OAXACA,17,OPN,06700,51,-99.168248,19.417995,BIKE,S/N,"46,47,55,58",R-N
052 - Dolores - Juárez,2,52 HIDALGO-TRUJANO,19,OPN,06140,52,-99.142039,19.436236,"BIKE,TPV",S/N,43,CEN
053 - Fernando Montes de Oca - Tula,8,53 FERNANDO MONTES DE OCA-TULA,7,OPN,06140,53,-99.178433,19.414773,BIKE,S/N,"52,60,65,66",CON
054 - Parque España - Sonora,24,54 PARQUE ESPAÑA-SONORA,12,OPN,06700,54,-99.170825,19.416215,"BIKE,TPV",S/N,"50,51,58,63",CON
055 - 5 de Mayo - Bolívar,11,55 5 DE MAYO-BOLIVAR,4,OPN,06700,55,-99.138064,19.434356,"BIKE,TPV",S/N,"65,87",1
056 - Alvaro Obregón - Medellin,28,56 ALVARO OBREGON-MEDELLIN,8,OPN,06700,56,-99.165702,19.416959,BIKE,S/N,"47,51,55,59",R-N
057 - Cuernavaca - Juan Escutia,8,57 CUERNAVACA-JUAN ESCUTIA,3,OPN,06140,57,-99.17495,19.414903,BIKE,S/N,"48,49,50,62",1
058 - Parque España - Juan de la Barrera,23,58 PARQUE ESPAÑA-JUAN DE LA BARRERA,4,OPN,06140,58,-99.171793,19.41568,BIKE,S/N,"50,54,61,63",CON
059 - Popocatépetl - Amsterdam,21,59 POPOCATEPETL-AMSTERDAM,14,OPN,06100,59,-99.166661,19.415121,BIKE,S/N,"55,56,61,64",HIP
060 - Mazatlán - Fernando Montes de Oca,35,60 MAZATLAN-FERNANDO MONTES DE OCA,1,OPN,06140,60,-99.177123,19.414191,BIKE,S/N,"23,52,62,66",CON
061 - Avenida México - Sonora,16,61 AVENIDA MEXICO-SONORA,20,OPN,06100,61,-99.169525,19.413742,"BIKE,TPV",S/N,"59,63,64,70",HIP
062 - Fernando Montes de Oca - Amatlan,1,62 FERNANDO MONTES DE OCA-AMATLAN,17,OPN,06140,62,-99.175202,19.413322,BIKE,S/N,"67,71,74",CON
063 - Nuevo León - Laredo,23,63 NUEVO LEON- LAREDO,13,OPN,06100,63,-99.171531,19.413681,"BIKE,TPV",S/N,"70,76,77",1
064 - Sonora - Amsterdam,21,64 SONORA-AMSTERDAM,15,OPN,06100,64,-99.166986,19.412877,BIKE,S/N,"59,61,69",HIP
065 - Marconi - Tacuba,13,65 MARCONI-TACUBA,5,OPN,06170,65,-99.139906,19.436142,"BIKE,TPV",S/N,"52,55",CEN
066 - Mazatlán - Francisco Marquez,17,66 MAZATLAN-FRANCISCO MARQUEZ,10,OPN,06170,66,-99.178666,19.411402,BIKE,S/N,"65,72",1
067 - Vicente Suárez - Michoacan,19,67 VICENTE SUAREZ-MICHOACAN,5,OPN,06170,67,-99.17588,19.411797,BIKE,S/N,"62,66,68",CON
068 - Tamaulipas - Michoacan,27,68 TAMAULIPAS-MICHOACAN,3,OPN,06170,68,-99.17406,19.411556,"BIKE,TPV",S/N,"67,71,74",CON
069 - Michoacán - Amsterdam,12,69 MICHOACAN-AMSTERDAM,9,OPN,06100,69,-99.168111,19.410733,BIKE,S/N,"70,76,77",HIP
070 - Parque México - Michoacan,30,70 PARQUE MEXICO-MICHOACAN,6,OPN,06100,70,-99.169718,19.411272,"BIKE,TPV",S/N,"69,71,76",1
071 - Amsterdam - Michoacan,31,71 AMSTERDAM-MICHOACAN,5,OPN,06100,71,-99.171351,19.411423,BIKE,S/N,"70,74,76",HIP
072 - Mazatlán - Alfonso Reyes,13,72 MAZATLAN-ALFONSO REYES,14,OPN,06170,72,-99.179544,19.409893,BIKE,S/N,"65,66,75",1
073 - Campeche - Tamaulipas,34,73 CAMPECHE-TAMAULIPAS,2,OPN,06170,73,-99.175612,19.410245,BIKE,S/N,"67,68,75",H-C
074 - Nuevo León - Ozulama,20,74 NUEVO LEON-OZULAMA,6,OPN,06100,74,-99.172831,19.410343,BIKE,S/N,"63,68,71",1
075 - Alfonso Reyes - Atlixco,11,75 ALFONSO REYES-ATLIXCO,4,OPN,06170,75,-99.17669,19.408722,BIKE,S/N,"73,77,78",H-C
076 - Amsterdam - Chilpancingo,17,76 AMSTERDAM-CHILPANCINGO,3,OPN,06100,76,-99.170462,19.409439,BIKE,S/N,"70,71,74",HIP
077 - Choapan - Tamaulipas,7,77 CHOAPAN-TAMAULIPAS,8,OPN,06100,77,-99.178321,19.406765,BIKE,S/N,"78,82",HIP
078 - Benjamín Hill - Tamaulipas,24,78 BENJAMIN HILL-TAMAULIPAS,12,OPN,06170,78,-99.177382,19.407503,"BIKE,TPV",S/N,"77,82",HIP
079 - Saltillo - Alfonso Reyes,17,79 SALTILLO-ALFONSO REYES,10,OPN,06100,79,-99.174427,19.407534,BIKE,S/N,"75,80,83",HIP
080 - Nuevo León - Aguascalientes,24,80 NUEVO LEON-AGUASCALIENTES,12,OPN,06100,80,-99.172118,19.407307,BIKE,S/N,"79,83,84",HIP
081 - Aguascalientes - Insurgentes,13,81 AGUASCALIENTES-INSURGENTES,14,OPN,06100,81,-99.168475,19.408006,BIKE,S/N,"76,84",HIP
082 - Independencia - Marroquí,11,82 INDEPENDENCIA-MARROQUI,1,OPN,06100,82,-99.143686,19.433115,"BIKE,TPV",S/N,"43,48",CEN
083 - Nuevo León - Alfonso Reyes,13,83 NUEVO LEON-ALFONSO REYES,2,OPN,06100,83,-99.172117,19.406296,"BIKE,TPV",S/N,"79,80",HIP
084 - Chilpancingo - Tlaxcala,18,84 CHILPANCINGO-TLAXCALA,3,OPN,06100,84,-99.169587,19.40702,BIKE,S/N,"81,83",HIP
085 - Rosas Moreno - Sullivan,10,85 ROSAS MORENO-SULLIVAN,5,OPN,06470,85,-99.162508,19.43425,BIKE,S/N,"1,3,12",S-R
086 - Sullivan-Insurgentes,6,86 SULLIVAN-INSURGENTES,15,OPN,06470,86,-99.159077,19.432378,"BIKE,TPV",S/N,"12,20",1
087 - Gante - Venustiano Carranza,22,87 GANTE-VENUSTIANO CARRANZA,1,OPN,,87,-99.13974,19.43182,"BIKE,TPV",S/N,"95,96",CEN
088 - 2a Cerrada de 5 de Mayo - Palma,15,88 2A CDA 5 DE MAYO-PALMA,0,CLS,,88,-99.135303,19.433815,BIKE,S/N,"55,89",1
089 - República de Guatemala - Monte de Piedad,8,89 REPUBLICA DE GUATEMALA-MONTE DE PIEDAD,4,OPN,,89,-99.133989,19.434946,"BIKE,TPV",S/N,90,CEN
090 - José María Pino Suárez - Corregidora,23,90 JOSE MARIA PINO SUAREZ-CORREGIDORA,3,OPN,,90,-99.132446,19.431698,"BIKE,TPV",S/N,89,CEN
091 - Republica de Cuba-Allende,16,91 REPUBLICA DE CUBA-ALLENDE,4,OPN,06500,91,-99.137571,19.4374,BIKE,S/N,"90,92,93",CEN
092 - San Ildefonso-República de Argentina,21,92 SAN ILDEFONSO-REPUBLICA DE ARGENTINA,0,OPN,06500,92,-99.131497,19.436531,BIKE,S/N,"90,91,93",CEN
093 - Palma Norte-Republica de Cuba,28,93 PALMA NORTE-REPUBLICA DE CUBA,8,OPN,06500,93,-99.134811,19.436741,BIKE,S/N,"90,91,92",CEN
94 - Lic. Verdad-Moneda,15,94 LIC. VERDAD-MONEDA,9,OPN,,94,-99.130918,19.433766,BIKE,S/N,94,CEN
095 - 20 de Noviembre-Venustiano Carranza,14,95 20 DE NOVIEMBRE-VENUSTIANO CARRANZA,4,OPN,06500,95,-99.133698,19.430722,BIKE,S/N,"93,96,97",CEN
096 - López-Ayuntamiento,13,96 LOPEZ-AYUNTAMIENTO,23,OPN,06500,96,-99.14248,19.430625,BIKE,S/N,96,CEN
097 - Republica de Salvador-Pino Suarez,21,97 REPUBLICA DE SALVADOR-PINO SUAREZ,6,OPN,06500,97,-99.132759,19.429189,"BIKE,TPV",S/N,"90,100",CEN
098 - Emilio Dondé-Av. Balderas,36,98 EMILIO DONDE-AV. BALDERAS,0,CLS,06500,98,-99.14861,19.430267,BIKE,S/N,"107,108",CEN
99 - Ernesto Pugibet-Luis Moya,26,99 ERNESTO PUGIBET-LUIS MOYA,4,OPN,,99,-99.14591,19.42995,BIKE,S/N,"96,122",CEN
100 - 20 de Noviembre-Mesones,21,100 20 DE NOVIEMBRE-MESONES,3,OPN,06500,100,-99.1338,19.428485,BIKE,S/N,"95,97,101",CEN
1ER. CALLEJÓN DE MESONES - MESONES,17,101 1ER. CALLEJÓN DE MESONES-MESONES,14,OPN,,101,-99.135895,19.428366,BIKE,S/N,"100,104,105",CEN
102 - Echeveste-Bolivar,10,102 ECHEVESTE-BOLIVAR,5,OPN,,102,-99.13949,19.42821,BIKE,S/N,"101,104,109",1
103 JOAQUÍN VELÁZQUEZ DE LEÓN-GARCÍA ICAZBALCETA,16,103 JOAQUÍN VELÁZQUEZ DE LEÓN-GARCÍA ICAZBALCETA,11,OPN,,103,-99.165217,19.441669,BIKE,s/n,103,S-R
104 - San Jerónimo-Isabel la Católica,3,104 SAN JERONIMO-ISABEL LA CATOLICA,12,OPN,06500,104,-99.137116,19.427059,"BIKE,TPV",S/N,"101,105,109",CUA
105 - San Jerónimo-5 de Febrero,16,105 SAN JERONIMO-5 DE FEBRERO,7,OPN,06500,105,-99.135014,19.426755,BIKE,S/N,"101,104,106",CEN
106 - San Jerónimo-José María Pino Suarez,6,106 SAN JERONIMO-JOSE MARIA PINO SUAREZ,20,OPN,06500,106,-99.133537,19.42649,BIKE,S/N,"100,101,105",CEN
107 - Tolsa-Balderas,22,107 TOLSA-BALDERAS,14,OPN,06500,107,-99.149971,19.427329,BIKE,S/N,"108,122",CEN
108 - Tolsa-Balderas,24,108 TOLSA-BALDERAS,12,OPN,06500,108,-99.149533,19.427305,"BIKE,TPV",S/N,"107,122",CEN
109 - Nezahualcóyotl-Isabel la Católica,23,109 NEZAHUALCOYOTL-ISABEL LA CATOLICA,7,OPN,06500,109,-99.137421,19.425311,BIKE,S/N,"104,105,106",CEN
110 - Dr. Valenzuela-Dr. Río de la loza,31,110 DR. VALENZUELA-DR. RÍO DE LA LOZA,5,OPN,,110,-99.14339,19.42513,BIKE,S/N,"107,108,122",1
111 GUILLERMO PRIETO-JOAQUÍN VELÁZQUEZ DE LEÓN,18,111 GUILLERMO PRIETO-JOAQUÍN VELÁZQUEZ DE LEÓN,6,OPN,,111,-99.166474,19.438371,BIKE,S/N,"103,160,183",S-R
112 - Av. Morelos-Abraham González,12,112 AV. MORELOS-ABRAHAM GONZALEZ,11,OPN,06500,112,-99.151734,19.432819,BIKE,S/N,"113,114",1
113 - General Prim-Versalles,7,113 GENERAL PRIM-VERSALLES,14,OPN,06500,113,-99.154419,19.430369,BIKE,S/N,"114,116,119",JUA
114 - Lucerna-Abraham González,1,114 LUCERNA-ABRAHAM GONZALEZ ,23,OPN,06500,114,-99.153618,19.428989,BIKE,S/N,"113,116,119",JUA
115 - Roma-Dinamarca,8,115 ROMA-DINAMARCA ,16,OPN,06500,115,-99.159698,19.429947,BIKE,S/N,"116,117,118",JUA
116 - Londres-Roma,11,116 LONDRES-ROMA,13,OPN,06500,116,-99.15664,19.428985,BIKE,S/N,"115,118,199",JUA
117 - Londres-Napoles,14,117 LONDRES-NAPOLES ,17,OPN,06500,117,-99.160369,19.427132,BIKE,S/N,"116,118,120",JUA
118 - Liverpool-Dinamarca,14,118 LIVERPOOL-DINAMARCA,6,OPN,06500,118,-99.158251,19.427114,BIKE,S/N,"116,117,120",JUA
119 - Turín-Abraham González,31,119 TURÍN-ABRAHAM GONZÁLEZ,4,OPN,,119,-99.15554,19.42679,BIKE,S/N,"114,118,125",JUA
120 - Marsella-Nápoles,9,120 MARSELLA-NAPOLES,15,OPN,06500,120,-99.159458,19.425437,BIKE,S/N,"117,118",JUA
121 - Niza-Chapultepec,17,121 NIZA-CHAPULTEPEC,0,OPN,06500,121,-99.161317,19.424137,BIKE,S/N,"117,120,128",JUA
122 - José María Vértiz-Av. Dr. Río de la Loza,18,122 JOSE MARIA VERTIZ-AV.DR. RIO DE LA LOZA,12,OPN,06500,122,-99.146337,19.425502,BIKE,S/N,"99,108,110",DOC
123 - Claudio Bernard-Dr. Lavista,17,123 CLAUDIO BERNARD-DR. LAVISTA,12,OPN,06500,123,-99.153117,19.424161,BIKE,S/N,"124,125,133",1
124 - Claudio Bernard-Dr. Liceaga,20,124 CLAUDIO BERNARD-DR. LICEAGA,16,OPN,06500,124,-99.150358,19.422392,BIKE,S/N,"119,123,133",DOC
125 - Morelia-Circular de Morelia,23,125 MORELIA-CIRCULAR DE MORELIA,12,OPN,06500,125,-99.156204,19.424541,BIKE,S/N,"119,123,127",R-N
126 - Jalapa-Puebla,9,126 JALAPA-PUEBLA,26,OPN,,126,-99.162138,19.422288,BIKE,S/N,"128,129",R-N
127 -  Puebla-Merida,26,127 PUEBLA-MERIDA,3,OPN,,127,-99.15833,19.423318,BIKE,S/N,"125,128,130",R-N
128 - Orizaba-Río de Janeiro,10,128 ORIZABA-RIO DE JANEIRO,14,OPN,06500,128,-99.160645,19.422148,"BIKE,TPV",S/N,"126,127",R-N
129 - Tonalá-Durango,0,129 TONALÁ-DURANGO,23,OPN,,129,-99.163312,19.4206,BIKE,S/N,"126,128,131",R-N
130 - Mérida-Durango,12,130 MÉRIDA-DURANGO,9,OPN,,130,-99.158015,19.421576,BIKE,S/N,"127,132,133",R-N
131 - Colima-Jalapa,4,131 COLIMA-JALAPA,14,OPN,,131,-99.161314,19.419579,BIKE,S/N,"129,134",R-N
132 - Colima-Frontera,11,132 COLIMA-FRONTERA,13,OPN,,132,-99.15645,19.420667,BIKE,S/N,"130,133,135",R-N
133 - Colima-Morelia,33,133 COLIMA-MORELIA,2,OPN,,133,-99.154725,19.421138,BIKE,S/N,"130,132,135",R-N
134 - Álvaro Obregón-Orizaba,28,134 ÁLVARO OBREGÓN-ORIZABA,5,OPN,,134,-99.15956,19.418304,"BIKE,TPV",S/N,"131,136,137",R-N
135 - Álvaro Obregón-Morelia,21,135 ÁLVARO OBREGÓN-MORELIA,15,OPN,,135,-99.155099,19.419225,"BIKE,TPV",S/N,"132,133,137",R-N
136 - Tonalá-Álvaro Obregón,6,136 ÁLVARO OBREGÓN-TONALÁ,21,OPN,,136,-99.162729,19.417715,"BIKE,TPV",S/N,136,R-N
137 - Álvaro Obregón-Mérida,17,137 ÁLVARO OBREGÓN-MÉRIDA,10,OPN,,137,-99.157081,19.418774,BIKE,S/N,"132,135,138",R-N
138 - Guanajuato-Frontera,16,138 GUANAJUATO-FRONTERA,8,OPN,,138,-99.155313,19.417702,BIKE,S/N,"135,140,144",R-N
139 - Tonalá-Guanajuato,0,139 TONALÁ-GUANJUATO,24,OPN,,139,-99.162097,19.416128,BIKE,S/N,"134,136,141",R-N
140 - Mérida-Zacatecas,10,140 MÉRIDA-ZACATECAS,7,OPN,,140,-99.156853,19.416605,BIKE,S/N,"138,141,144",R-N
141 - Zacatecas-Luis Cabrera,1,141 ZACATECAS-LUIS CABRERA,29,OPN,,141,-99.15954,19.415905,"BIKE,TPV",S/N,"139,140,143",R-N
142 - San Luis Potosí-Eje 2 Pte. Monterrey,2,142 SAN LUIS POTOSI-EJE 2 PTE. MONTERREY,28,OPN,,142,-99.164121,19.413232,BIKE,S/N,"139,145,146",R-N
143 - Córdoba-San Luis Potosí,11,143 CÓRDOBA-SAN LUIS POTOSÍ,10,OPN,,143,-99.157542,19.414303,BIKE,S/N,"141,144,147",R-N
144 - Frontera-San Luis Potosí,22,144 FRONTERA-SAN LUIS POTOSÍ,5,OPN,,144,-99.154837,19.415192,BIKE,S/N,"140,143,148",R-N
145 - Eje 2 Sur Yucatán-Chiapas,20,145 EJE 2 SUR YUCATÁN-CHIAPAS,7,OPN,,145,-99.160661,19.41286,BIKE,S/N,"142,147,151",R-N
146 - Coahuila-Manzanillo,14,146 COAHUILA-MANZANILLO,9,OPN,,146,-99.165716,19.410737,BIKE,S/N,"150,152,153",R-N
147 - Coahuila-Orizaba,15,147 COAHUILA-ORIZABA,12,OPN,,147,-99.158443,19.412182,BIKE,S/N,"145,149,151",R-N
148 - Coahuila-Av. Cuauhtémoc,10,148 COAHUILA-AV.CUAUHTEMOC,14,OPN,,148,-99.155116,19.412829,BIKE,S/N,"143,147,149",R-N
149 - Mérida-Antonio Anza,26,149 MÉRIDA-ANTONIO ANZA,10,OPN,,149,-99.155699,19.41199,BIKE,S/N,"143,147,148",R-N
150 - Campeche-Medellín,8,150 CAMPECHE-MEDELLÍN,19,OPN,,150,-99.164292,19.409965,BIKE,S/N,"146,151,152",1
151 - Campeche-Tonalá,22,151 CAMPECHE-TONALÁ,5,OPN,,151,-99.160873,19.410529,BIKE,S/N,"145,147,155",ROM
152 - Tlacotalpan-Campecha,23,152 TLACOTALPAN-CAMPECHE,7,OPN,,152,-99.167181,19.409098,"BIKE,TPV",S/N,"146,150,157",ROM
153 - Manzanillo-Tlaxcala,12,153 MANZANILLO-TLAXCALA,9,OPN,,153,-99.165141,19.407468,BIKE,S/N,"154,157,161",ROM
154 - Tuxpan-Tlaxcala,22,154 TUXPAN-TLAXCALA,11,OPN,,154,-99.167962,19.406683,"BIKE,TPV",S/N,"152,153,157",1
155 - Jalapa-Tlaxcala,24,155 JALAPA-TLAXCALA,9,OPN,,155,-99.159911,19.408218,BIKE,S/N,"151,156,158",ROM
156 - Tepic-Amenalco,4,156 TEPIC-AMENALCO,14,OPN,,156,-99.162202,19.407121,BIKE,S/N,"153,155,162",ROM
157 - Tepic-Tlacotalpan,19,157 TEPIC-TLACOTALPAN,11,OPN,,157,-99.166616,19.406236,BIKE,S/N,"153,154,161",ROM
158 - Huatabampo- Eje 1 Pte. Av. Cuauhtémoc,16,158 HUATABAMPO-EJE 1PTE. CUAUHTÉMOC,19,OPN,,158,-99.155717,19.407447,"BIKE,TPV",S/N,"155,159,163",ROM
159 - Huatabampo-Eje 1 Pte. Av. Cuauhtémoc,15,159 HUATABAMPO-EJE 1 PTE. AV. CUAUHTÉMOC,21,OPN,,159,-99.155373,19.407517,BIKE,S/N,"155,158,163",ROM
160 - Alfonzo Herrera-Gabino Barrera,15,160 ALFONSO HERRERA-GABINO BARRERA,15,OPN,,160,-99.16346,19.44025,BIKE,S/N,"174,183,254",S-R
161 - Quintana Roo-Manzanillo,19,161 QUINTANA ROO-MANZANILLO,2,OPN,,161,-99.164913,19.405533,BIKE,S/N,"153,157,162",ROM
162 - Tehuantepec-Medellín,17,162 TEHUANTEPEC-MEDELLÍN,10,OPN,,162,-99.162485,19.404907,BIKE,S/N,"156,161,165",ROM
163 - Toluca-Bajío,23,163 TOLUCA-BAJÍO,13,OPN,,163,-99.156431,19.405246,BIKE,S/N,"158,159,165",ROM
164 - Bajío-Tlacotalpan,25,164 BAJÍO-TLACOTALPAN,1,OPN,,164,-99.16596,19.403204,BIKE,S/N,"157,161,162",ROM
165 - Bajío-Eje 2 Pte. Monterrey,6,165 BAJÍO-EJE 2 PTE. MONTERREY,15,OPN,,165,-99.160503,19.404268,BIKE,S/N,"156,162,163",ROM
166 - Progreso-Cda. Antonio Maceo,16,166 PROGRESO-CDA. ANTONIO MACEO,8,OPN,,166,-99.183549,19.406069,BIKE,S/N,"170,172,181",ESC
167 - General Salvador Alvarado-Progreso,24,167 GENERAL SALVADOR ALVARADO-PROGRESO,0,OPN,,167,-99.179375,19.404651,BIKE,S/N,"168,172,178",ESC
168 - Comercio-Progreso,19,168 COMERCIO-PROGRESO,2,OPN,,168,-99.1776,19.403997,"BIKE,TPV",S/N,"167,169,173",ESC
169 - Prosperidad-Progreso,7,169 PROSPERIDAD-PROGRESO,14,OPN,,169,-99.174934,19.403019,BIKE,S/N,"168,170,175",ESC
170 - Observatorio Oriente-Revolución,19,170 OBSERVATORIO ORIENTE-REVOLUCIÓN,2,OPN,,170,-99.184342,19.404029,BIKE,S/N,"166,167,172",ESC
171 - Comercio-Jose Martí,14,171 COMERCIO-JOSE MARTÍ,13,OPN,,171,-99.178199,19.402584,BIKE,S/N,"167,168,173",1
172 - General Francisco Murguia-Jose Martí,0,172 GENERAL FRANCISCO MURGUIA-JOSE MARTÍ,16,OPN,,172,-99.181553,19.403365,BIKE,S/N,"167,170,171",ESC
173 - Minería-Jose Martí,21,173 MINERÍA-JOSÉ MARTÍ,0,OPN,,173,-99.176398,19.401682,BIKE,S/N,"168,169,171",1
174 - Joaquín Garcia-Ignacio Manuel Altamirano,9,174 JOAQUÍN GARCIA-IGNACIO MANUEL ALTAMIRANO,24,OPN,,174,-99.16164,19.44111,"BIKE,TPV",S/N,"160,183,254",1
175 - Mutualismo-José Martí,9,175 MUTUALISMO-JOSÉ MARTí,15,OPN,,175,-99.172645,19.400806,BIKE,S/N,"169,179,182",ESC
176-LUIS DONALDO COLOSIO - AV. JESÜS GARCÏA,34,176 AV. JESÜS GARCÏA-LUIS DONALDO COLOSIO,1,OPN,,176,-99.152286,19.442689,BIKE,S/N,"266,267,272",BUE
177 - BENJAMIN HILL-CARLOS ZETINA,7,177 BENJAMIN HILL-CARLOS ZETINA,13,OPN,,177,-99.181692,19.408841,BIKE,S/N,"176,178,190",H-C
178 - Tamaulipas-Francisco Murguía,20,178 TAMAULIPAS-FRANCISCO MURGUÍA,10,OPN,,178,-99.180457,19.406833,"BIKE,TPV",S/N,"166,167,177",H-C
179 - Nuevo León-Quintana Roo,24,179 NUEVO LEÓN-QUINTANA ROO,3,OPN,,179,-99.171438,19.404452,BIKE,S/N,"154,180,182",HIP
180 - Quintana Roo-Villa Hermosa,24,180 QUINTANA ROO-VILLA HERMOSA,6,OPN,,180,-99.169953,19.404554,BIKE,S/N,"154,179,182",HIP
181 - Benjamin Franklin-Saltillo,19,181 BENJAMIN FRANKLIN-SALTILLO,5,OPN,,181,-99.175095,19.404976,BIKE,S/N,"168,169,179",1
182 - PROGRESO-ASTRONOMOS,8,182 PROGRESO-ASTRONOMOS,28,OPN,,182,-99.17139,19.402089,"BIKE,TPV",S/N,"175,179",HIP
183 - Gabino Barrera-Guillermo Prieto,31,183 GABINO BARRERA-GUILLERMO PRIETO,5,OPN,,183,-99.16402,19.43767,BIKE,S/N,"160,174,255",S-R
184 - General Gómez Pedraza-Gobernador Tiburcio Montiel,7,184 GRAL GÓMEZ PEDRAZA-GOBERNADOR TIBURCIO M,28,OPN,,184,-99.18508,19.41479,"BIKE,TPV",S/N,"185,186,187",SMC
185 - General Antonio Léon-General Pedro Antonio de los Santos,13,185 GRAL ANTONIO LÉON-GRAL PEDRO A DE LOS S.,17,OPN,,185,-99.1828,19.4128,BIKE,S/N,"176,187,190",SMC
186 - Gregorio V. Gelati-Francisco Molinos del C.,14,186 GREGORIO V GELATI-FRANCISCO MOLINOS DEL C,3,OPN,,186,-99.18875,19.41249,BIKE,S/N,"187,188,189",SMC
187 - Genral Cano-Gobernador Gregorio V. Gelati,13,187 GENERAL CANO-GOBERNADOR GREGORIO V GELATI,8,OPN,,187,-99.18551,19.41123,BIKE,S/N,"176,189,190",SMC
188 - Gobernador Melchor Múzquiz-Gobernador Ignacio Esteva,13,188 GDOR MELCHOR MÚZQUIZ-GDOR IGNACIO ESTEVA ,1,OPN,,188,-99.19014,19.41171,"BIKE,TPV",S/N,"186,187,189",SMC
189 - Gobernador Rafael Rebollar-Gobernador José Ceballos,15,189 GDOR RAFAEL REBOLLAR-GDOR JOSÉ CEBALLOS,2,OPN,,189,-99.18798,19.41004,BIKE,S/N,"186,187,188",SMC
190 - Gobernador Ignacio Esteva-Maestro José Vasconcelos,15,190 GDOR IGNACIO ESTEVA-MTRO JOSÉ VASCONCELOS,9,OPN,,190,-99.183833,19.409569,BIKE,S/N,"177,187",SMC
191 - Gobernador Rafael Rebollar-Gobernador Vicente Eguia,17,191 GDOR RAFAEL REBOLLAR-GDOR VICENTE EGUIA,3,OPN,,191,-99.18795,19.4079,BIKE,S/N,"176,189,190",SMC
192 - Rubén Darío-Reforma,21,192 RUBEN DARIO-REFORMA,13,OPN,11510,192,-99.190755,19.42592,"BIKE,TPV",S/N,"193,234,238",CHA
193 - Rubén Darío.Reforma,31,193 RUBEN DARIO-REFORMA,4,OPN,11510,193,-99.190733,19.425907,BIKE,S/N,"192,234,238",CHA
194 - Av. Paseo de la Reforma-Circuito Mahatma Gandhi,12,194 CTO MAHATMA GANDHI-AV. PASEO DE LA REFORMA,10,OPN,11510,194,-99.180334,19.424282,"BIKE,TPV",S/N,"195,253,261",CHA
